record_id,redcap_survey_identifier,questionrio_sobre_a_percepo_dos_estudantes_de_medi_timestamp,c_informado,instit,codigo,data_inq,idade,genero,estado_civil,tem_filhos,depend,local_nasc,esecund_local,resid_actual,cquem_vive,trab_estuda,ano_acad,tipo_renda,prof_pai,prof_mae,nescola_mae,nescola_pai,parente_saude,psaude_especif,fproximo,fdistante,aproximo,cquem_vivo,colega_curso,vizinhos,docente,padmin,ong_volunt,rsociais,outras_p,ajudar,cont_pessoas,salva_vidas,aj_dcovid19,vontade,dom,import_medico,influencia,med_resp,doent_fam,dif_pessoais,adq_conhec,curiosid,fac_emprego,renum,sem_opcao,sprg_ensino,qual_docentes,qual_sist_apoio,acess_mater,acess_doentes,tut_plataformas___1,tut_plataformas___2,tut_plataformas___3,tut_plataformas___4,tut_plataformas___5,tut_plataformas___6,metod_online___1,metod_online___2,metod_online___3,metod_online___4,metod_online___5,metod_online___6,disp_tarefas,retor_desemp,resp_pront,aulas_online,exame_form,sobrecarga,tip_sobrecarga,tipo_form,loc_trab_pform,outros_locais,salario_min,especializacao,outra_especial,sector,sist_hibr,horar_sem,prog_ensino,metod_ens,model_aval,sist_apoio_func,lugar_estudos,secretaria,computador,software,impressora,auscultadores,cam_web,mat_escrit,internet,mat_curso,outro_mat,pesq_online,cont_digit,plat_e_online,plat_col_online,plat_com_online,soft_mestudo,def_avanc,alegre,esperanc,orgulhoso,frustrado,zangado,ansioso,enverg,aliviado,sem_espera,aborrecido,saude_fis,saide_ment,quest_est,educ_fut,fin_pess,fam_rel,car_profiss,crise_pandf,lazer,custo_estudos___1,custo_estudos___2,custo_estudos___3,custo_estudos___4,custo_estudos___5,trab_covid19___1,trab_covid19___2,trab_covid19___3,trab_covid19___4,trab_covid19___5,trab_covid_rem___1,trab_covid_rem___2,trab_covid_rem___3,trab_covid_rem___4,trab_covid_rem___5,trab_covid_rem___6,propinas,questionrio_sobre_a_percepo_dos_estudantes_de_medi_complete
202,,9/3/2024 9:37,1,4,1,9/3/2024,22,1,1,2,2,11,6,1,3,2,3,1,psicólogo,psicóloga,5,5,1,2,1,3,5,3,5,1,3,1,1,5,1,4,3,5,3,3,2,1,2,2,2,1,3,4,1,1,1,1,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,5,5,3,4,1,1,3,3,,85000,2,,3,3,2,3,3,3,1,5,5,5,5,1,1,1,5,5,5,1,4,3,4,4,4,4,4,3,5,2,2,2,2,2,2,2,2,1,1,5,5,3,2,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
203,,9/3/2024 9:40,1,4,1,9/3/2024,21,1,1,2,2,7,9,1,5,1,3,1,Operador de quadros III,Psicóloga Clínica ,4,4,1,2,1,2,4,4,4,4,4,4,4,5,5,4,2,5,3,5,3,2,4,5,4,1,5,5,5,4,2,1,1,2,2,2,0,0,1,1,1,0,0,0,0,0,1,0,3,2,1,1,3,1,6,3,5,,120.000,7,Oncologia ,3,1,1,1,1,1,1,5,5,5,5,1,2,2,5,4,4,1,3,3,3,5,1,1,1,1,2,1,5,4,3,1,1,5,5,1,4,3,3,5,5,5,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
204,,[not completed],1,4,1,9/3/2024,21,1,1,2,2,5,5,1,,2,3,1,professor ,professora ,4,5,1,3,5,1,3,5,4,2,4,1,1,5,5,4,3,5,3,5,4,4,4,2,2,1,4,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,4,4,3,3,4,1,1,3,1,,80000,7,cardiologia ,3,4,4,4,4,4,4,5,5,5,4,3,5,2,5,4,4,,4,4,4,4,4,4,4,4,4,4,2,2,4,2,3,1,2,2,2,5,5,4,3,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
205,,9/3/2024 9:39,1,4,0,9/3/2024,21,1,1,2,2,9,9,1,5,2,3,1,Eletrecista,Professora ,4,3,1,3,4,1,3,4,3,4,2,1,1,4,1,4,4,4,3,4,3,3,2,2,2,3,3,1,2,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,5,4,4,4,4,2,,3,2,,70000,1,,2,4,4,4,4,4,4,5,5,5,4,3,1,5,5,5,5,5,5,4,3,4,4,4,3,4,4,4,3,3,3,3,3,2,2,2,1,4,2,2,2,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
206,,9/3/2024 9:39,1,4,1,9/3/2024,21,1,1,2,2,4,3,1,3,2,3,1,professor ,professora ,4,4,1,3,2,2,1,5,1,4,4,1,1,5,4,4,3,5,4,1,3,4,2,3,2,2,4,5,2,3,4,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,5,4,5,5,3,1,5,1,3,,50.000,5,,1,5,4,4,4,2,6,3,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,2,3,2,2,5,1,4,3,5,4,5,3,5,3,5,5,5,5,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
207,,[not completed],1,4,1,9/3/2024,21,1,1,2,1,4,4,1,3,2,3,1,Engenheiro ,Inspetora,4,4,1,3,3,2,5,2,3,1,2,2,1,5,5,5,2,5,3,5,5,5,2,5,3,3,5,2,4,4,1,1,2,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0,5,3,5,4,4,1,2,3,3,,60000,1,,3,4,4,4,4,4,4,4,3,5,3,1,4,4,5,4,5,5,3,3,4,4,5,5,5,3,4,2,4,3,4,1,3,2,3,1,1,4,4,3,2,4,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,,0
208,,9/3/2024 9:41,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
209,,[not completed],1,,,,21,1,,2,2,5,5,1,1,2,3,1,Farmacêutico ,Professora ,4,4,1,1,5,3,5,5,5,3,,,,,,5,4,5,3,5,4,5,1,2,5,3,5,2,1,2,1,1,1,1,2,1,0,0,1,1,0,1,0,0,0,1,0,1,4,3,5,4,3,2,,,1,,200000,2,,3,3,3,4,4,3,3,2,1,5,5,1,4,3,5,2,3,,4,3,4,4,4,4,3,3,3,2,2,4,4,3,3,3,3,2,3,1,2,2,2,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
210,,9/3/2024 9:43,1,4,7,9/3/2024,21,1,1,2,2,6,9,1,2,2,3,1,Engenheiro de minas,Professora,4,4,1,3,4,2,4,5,3,2,1,1,1,1,1,5,5,5,4,1,1,4,4,4,5,1,5,1,1,1,1,1,1,2,1,1,1,0,1,1,0,1,1,1,0,1,0,1,5,4,3,3,3,2,,3,3,,150,5,,3,4,4,4,4,4,4,2,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,4,3,4,2,2,2,1,3,4,3,3,3,4,4,4,4,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
211,,9/3/2024 9:57,1,4,1,9/3/2024,33,2,2,1,1,9,9,1,2,2,3,4,desimpregado,pensionista,2,1,2,,4,4,2,5,5,5,1,1,1,5,1,5,3,5,3,3,5,4,1,3,2,2,5,4,2,2,2,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,4,5,5,5,5,1,1,3,1,,100,1,,1,5,5,5,5,5,5,4,4,4,4,1,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,2,2,2,1,2,2,1,2,1,4,4,3,3,4,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
212,,9/3/2024 10:10,1,4,1,9/3/2024,21,1,1,2,2,6,6,1,2,2,3,1,Motorista ,Professora,4,4,1,3,4,1,5,4,5,1,5,1,1,5,5,3,3,5,4,4,4,2,4,2,5,2,3,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,5,4,4,5,4,2,,3,3,,50000,4,,3,4,4,5,4,5,4,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,4,4,3,2,1,3,3,2,1,1,1,3,2,1,1,3,3,2,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2
213,,[not completed],1,4,,9/3/2024,21,1,1,2,2,3,3,1,5,2,3,1,Professor ,enfermeira ,5,6,1,2,1,,3,5,1,5,1,,,5,1,4,3,4,3,2,4,4,3,2,4,5,4,3,1,2,1,2,1,2,2,2,1,0,1,0,0,1,1,0,0,0,0,1,4,4,3,2,4,2,,3,2,,95000,5,,3,3,4,4,4,4,4,4,1,1,3,1,3,5,4,3,3,,4,3,1,4,1,2,1,2,3,3,4,4,5,4,4,2,3,4,5,5,3,4,2,5,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
214,,[not completed],1,4,705200466,9/3/2024,21,1,1,2,2,5,5,1,1,2,3,1,Professor ,Dona de casa,3,4,1,3,,2,2,,5,,,,,5,,3,2,4,1,1,1,3,4,4,2,3,2,4,3,3,5,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,4,3,3,4,4,1,6,1,3,,40000,3,,3,3,4,4,4,4,3,3,4,5,5,2,3,4,5,4,4,3,5,4,3,3,4,4,3,3,4,2,3,3,4,2,3,3,3,1,2,4,2,5,3,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
215,,9/3/2024 16:42,1,4,705190549,9/3/2024,24,1,1,2,2,3,3,1,5,2,3,1,Reformado ,Doméstica ,2,3,2,3,4,3,4,4,4,5,3,1,1,3,1,4,3,5,4,4,5,5,1,2,5,5,5,3,1,3,1,1,2,2,2,2,1,1,0,1,0,0,1,1,0,0,0,0,3,1,4,3,2,2,,1,4,,80000,3,,3,1,2,1,3,1,1,3,1,3,1,1,4,1,5,2,3,2,3,5,3,3,5,1,1,3,3,2,3,1,3,3,1,1,2,2,2,3,1,4,3,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
216,,[not completed],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
217,,[not completed],1,4,,9/4/2024,23,1,1,2,2,5,5,1,1,1,4,4,reformado,secretaria ,4,4,1,3,2,2,5,5,4,1,2,1,1,5,5,5,5,5,1,5,5,3,3,2,4,1,1,1,3,1,1,1,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,4,5,5,5,2,2,,3,3,,60,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
218,,[not completed],1,4,,9/4/2024,22,1,1,2,2,5,5,1,2,1,4,5,,,4,,1,3,5,1,2,1,1,3,1,1,1,5,1,5,4,5,2,5,1,4,2,5,2,1,2,3,5,5,1,2,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,1,4,3,4,4,4,1,,1,1,,80000,7,dermatologia ,3,1,2,2,2,2,2,1,1,5,2,1,3,2,3,2,4,4,3,2,4,3,3,4,3,2,2,2,4,4,4,4,2,3,5,3,2,4,2,3,3,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
219,,[not completed],1,4,1,9/4/2024,23,1,1,2,2,5,5,1,1,2,4,2,motorista,cozinheira,3,3,2,3,5,2,2,5,1,1,1,1,1,5,1,4,4,5,4,3,1,1,3,1,5,3,3,1,4,4,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,4,4,4,4,4,2,,3,3,,100.000,5,,3,4,4,4,4,4,4,3,5,,5,1,4,1,4,3,4,1,4,4,4,4,4,4,4,3,3,3,4,2,4,1,4,2,2,3,3,2,2,3,4,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0
220,,[not completed],1,4,1,9/4/2024,24,1,1,2,2,6,6,1,5,2,4,5,professor,agricultora,1,3,1,3,3,1,5,4,5,3,4,1,1,4,,5,5,5,4,1,5,5,5,1,5,5,5,1,1,3,1,1,,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0,5,5,4,4,5,2,,1,3,,80000,7,anatomia patológica ,1,3,3,3,3,3,3,5,1,1,1,1,1,1,3,3,3,1,5,5,5,5,5,5,3,2,5,3,2,1,4,1,3,1,1,4,3,5,1,5,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
221,,9/4/2024 11:04,1,4,1,9/4/2024,21,1,1,2,2,5,5,1,1,1,4,5,Professor ,Professora ,4,4,1,3,5,1,5,1,4,1,5,1,1,5,1,3,3,5,2,5,2,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,5,5,4,3,3,1,1,1,3,,100000,7,Dermatologia ,3,4,4,4,3,3,5,2,1,5,2,1,2,1,4,3,3,1,5,3,4,4,4,3,4,4,4,2,4,3,3,2,3,3,2,2,2,3,3,4,3,3,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
222,,9/4/2024 11:08,1,4,705200013,9/4/2024,34,2,1,2,1,4,7,1,5,1,4,2,motorista,domestica,2,3,2,,5,5,5,1,3,1,3,1,1,5,2,5,4,5,5,3,4,2,5,3,1,5,5,5,3,3,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,5,5,5,5,5,1,1,3,1,,100000,3,,3,4,4,4,4,4,4,5,5,5,5,1,3,1,5,3,5,5,3,4,4,4,1,1,4,3,4,3,3,1,3,1,2,1,1,1,1,4,1,5,3,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
223,,[not completed],1,4,1,9/4/2024,22,1,1,2,1,5,3,2,2,2,4,1,Gestor ,Professora ,4,3,2,,2,1,3,5,4,3,1,1,1,5,4,4,3,5,3,2,1,3,1,3,1,2,4,4,2,4,1,1,1,1,1,,1,1,1,1,0,0,1,1,0,1,0,0,5,5,4,5,5,1,1,1,5,,80000,7,Ainda não decidi,3,4,4,4,4,4,3,3,3,4,4,1,4,5,5,4,4,3,5,4,4,4,4,4,2,3,3,2,2,1,1,1,3,1,2,3,2,3,3,3,1,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
224,,[not completed],1,4,,9/4/2024,20,1,2,2,1,5,5,1,5,2,4,1,Entrepreneur,Domestica,2,2,1,3,2,1,5,1,1,1,1,1,1,1,1,4,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,1,2,1,1,,80000,5,,3,2,2,2,2,2,1,2,4,4,4,4,4,4,,,4,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0
225,,9/4/2024 11:11,1,4,1,9/4/2024,21,1,1,2,2,4,11,1,5,2,4,1,Empreteiro,Extensionistas ,4,6,2,,5,1,1,2,3,2,3,1,1,5,1,1,1,5,3,5,4,3,3,2,4,2,4,4,4,4,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,5,3,5,4,6,1,6,3,1,,100000,2,,1,4,3,2,4,3,2,4,1,3,2,4,4,2,5,4,4,3,5,5,5,5,5,4,2,3,3,3,4,4,4,3,3,3,4,4,4,3,3,2,2,3,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
226,,9/4/2024 11:11,1,4,705190955,9/4/2024,24,1,1,2,2,11,11,1,5,2,4,1,Engenheiro Civil ,Médica ,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,5,4,5,4,5,3,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,5,4,4,4,4,1,6,2,5,,,7,Nefrologia ou quiropraxia ,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
227,,9/4/2024 11:20,1,4,705200325,9/4/2024,23,2,1,2,1,5,5,1,1,2,4,5,transportador,doméstica,1,4,1,3,5,2,4,5,5,5,3,1,1,5,5,1,1,5,3,2,3,3,5,3,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,5,5,5,5,5,2,,1,4,,60000,6,,1,5,5,5,5,5,5,3,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,5,1,1,1,2,1,4,1,2,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
228,,[not completed],1,4,1,9/4/2024,23,2,1,2,2,,4,1,3,2,4,2,missionário ,missionária,3,3,2,,1,4,5,5,1,1,2,2,2,2,2,4,2,4,2,1,2,3,1,2,5,3,5,2,2,3,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,4,4,4,3,3,1,2,3,3,,50000,7,pesquisa genética ,3,4,4,4,4,3,4,4,4,4,3,3,3,1,2,2,2,1,5,4,4,4,4,4,4,2,2,3,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
229,,[not completed],1,4,1,9/4/2024,25,1,1,2,1,11,11,1,3,2,4,1,,enfermeira ,4,4,1,2,3,5,5,3,5,3,1,,,5,5,5,5,5,4,5,4,2,2,2,1,1,4,1,1,1,1,1,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,4,3,2,4,3,1,1,3,1,,150000,5,,3,4,4,4,2,3,5,5,5,5,5,1,5,4,4,3,5,5,4,5,5,5,5,5,5,2,3,2,4,5,4,1,2,1,1,5,5,4,4,5,5,5,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
230,,[not completed],1,4,1,9/4/2024,47,2,3,1,1,5,5,2,5,1,4,,motorista ,Doméstica ,1,2,1,3,5,1,1,5,5,4,1,1,1,5,1,5,4,5,3,4,5,4,1,3,2,1,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,1,2,3,5,,50000,3,,3,4,4,4,4,4,3,3,1,4,4,1,2,4,4,3,4,,5,3,4,3,5,4,4,1,4,3,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
231,,[not completed],1,4,1,9/4/2024,22,1,1,2,2,5,5,1,1,2,4,1,Professor ,Gestora ,5,4,1,3,3,3,4,,5,4,3,1,1,5,1,3,2,4,2,4,1,2,1,1,3,5,3,3,2,3,1,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,5,3,,4,4,1,4,1,3,,55000,7,Epidemiologia ,3,2,4,4,4,2,2,4,4,4,2,1,1,4,4,4,4,1,5,4,5,5,5,4,2,4,4,3,4,3,4,1,3,3,,2,4,4,4,2,4,2,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
232,,9/4/2024 11:33,1,4,1,9/4/2024,32,1,1,2,2,6,10,1,5,1,4,4,Contabilista ,Doméstica ,2,3,1,3,3,1,3,3,3,2,2,2,1,3,2,3,3,4,3,2,3,5,5,5,3,3,5,3,3,4,3,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,5,5,5,5,5,2,,3,5,,100000,6,,3,3,3,3,4,3,3,5,1,3,1,1,1,1,4,2,3,1,4,4,4,5,6,1,1,2,2,2,4,4,4,1,1,3,3,2,1,2,3,4,4,5,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
233,,[not completed],1,4,1,9/4/2024,23,1,1,2,2,6,6,1,3,2,4,,Tecnico de seguros,Tec de saúde publica e saude ambiental,4,4,1,2,3,2,4,5,4,3,3,3,3,5,3,4,2,5,2,1,3,4,3,2,5,5,4,1,3,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,4,4,4,4,3,1,2,1,3,,95000,2,,3,4,4,4,4,4,5,3,5,5,5,2,3,2,4,4,5,1,5,4,4,5,5,5,4,4,3,3,2,2,3,1,3,1,3,4,4,4,4,5,5,5,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
234,,9/5/2024 14:43,1,4,705170439,9/5/2024,24,1,1,2,1,5,5,1,2,2,6,5,Engenheiro civil,Doméstica ,2,3,1,3,2,4,5,1,5,1,3,1,1,5,5,5,3,5,5,3,5,5,5,2,5,5,5,3,2,2,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,4,3,1,1,3,5,,1200000,7,Oncologia,1,4,4,4,4,3,3,3,4,4,3,1,1,4,5,3,3,3,4,4,3,4,4,4,3,3,2,2,4,2,5,3,1,2,2,4,4,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
235,,[not completed],1,4,705180029,9/5/2024,24,1,1,2,2,5,5,1,1,2,6,1,Engenheiro civil,Doméstica ,3,4,1,3,5,3,5,5,5,4,3,,2,5,5,5,3,5,4,5,5,2,2,2,2,2,4,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,5,4,2,,3,5,,110000,7,Reumatologia ,1,4,2,4,4,4,4,5,5,5,,3,1,1,5,3,4,4,5,5,5,5,5,5,5,4,4,4,3,1,3,1,3,1,1,3,3,3,3,2,2,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
236,,9/5/2024 14:49,1,4,705180523,9/5/2024,24,1,1,2,2,3,3,1,3,2,6,1,reformado ,professora ,4,4,1,3,5,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,5,4,4,4,5,2,,3,3,,50.000,2,,3,5,5,5,5,4,5,5,5,5,3,1,5,3,4,4,4,3,5,5,5,5,5,5,5,2,3,2,5,3,2,1,1,1,1,1,3,4,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2
237,,[not completed],1,4,705180267,9/5/2024,23,1,1,2,1,8,8,1,4,2,6,2,Pedreiro ,Enfermeira ,3,3,2,,5,4,1,4,5,5,4,2,2,5,1,4,4,4,4,4,2,3,1,4,,5,5,5,3,3,1,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,5,5,4,4,4,1,1,3,3,,100000,2,,3,5,5,5,4,4,4,4,1,4,4,1,3,2,4,3,5,1,5,5,5,5,4,3,3,3,5,3,4,4,3,1,1,1,3,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
238,,9/5/2024 14:56,1,4,1,9/5/2024,24,1,1,2,2,7,4,1,3,2,6,1,Engenheiro de Construção Civil,Doméstica,3,4,2,,2,1,5,3,3,1,3,1,1,5,1,5,4,5,5,5,3,2,1,1,3,1,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,5,4,3,4,6,2,,3,1,,80000,2,,3,5,4,5,5,6,5,5,5,5,4,1,3,5,5,3,5,4,5,5,4,4,5,5,4,3,2,2,4,4,3,2,2,3,3,4,3,5,5,2,2,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
239,,[not completed],1,4,1,9/5/2024,25,1,1,2,2,4,4,1,3,1,6,1,não tenho,comerciante,2,3,2,,4,1,2,2,1,1,1,1,1,5,2,5,4,5,4,5,2,2,2,2,1,3,4,4,4,4,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,4,3,1,1,4,3,,180000,5,,3,1,3,3,4,1,2,4,4,4,4,1,3,2,4,4,5,,5,4,4,4,4,4,2,2,2,2,4,4,3,3,2,3,3,3,3,4,3,4,4,4,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
240,,[not completed],1,4,1,9/5/2024,24,2,1,2,2,4,4,1,5,2,6,5,,Comerciante,1,4,2,,4,1,5,4,5,3,2,1,,5,,5,4,5,3,3,5,5,4,4,3,5,4,1,4,5,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,5,3,4,5,3,2,,3,3,,200.000,2,,3,5,3,4,4,3,5,5,5,1,3,1,4,1,5,4,4,1,5,5,5,5,5,5,5,3,3,3,3,3,3,2,3,2,3,2,4,3,3,3,3,4,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
241,,9/5/2024 15:12,1,4,1,9/5/2024,23,1,1,2,2,5,5,1,1,2,6,2,Nenhum ,Professora ,4,3,1,3,1,4,3,4,1,2,4,4,4,1,5,4,4,4,3,2,3,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,4,2,5,5,5,1,1,3,3,,,7,Dermatologia ,3,4,4,4,2,4,2,5,5,5,5,1,5,5,5,4,5,1,5,5,5,5,5,5,2,3,2,4,3,2,4,1,4,3,4,4,4,4,4,4,3,4,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
242,,9/5/2024 15:11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
243,,[not completed],1,4,,9/5/2024,24,1,1,2,2,5,5,1,1,2,6,5,Engenheiro mecânico,Contabilista,3,4,2,,5,1,1,5,5,,1,4,4,1,1,4,5,5,5,5,4,5,2,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,5,4,4,5,3,2,,3,1,,100000,2,,3,5,4,4,4,4,5,5,5,5,5,1,5,5,5,3,4,,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
244,,9/5/2024 15:24,1,4,1,9/5/2024,26,2,1,2,2,3,2,1,5,2,6,1,Agente de serviço,Conselheira de saúde ,3,3,1,2,4,1,3,1,5,4,5,1,2,5,1,5,4,5,3,3,3,5,3,2,2,1,4,3,4,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,5,4,4,5,4,2,,3,4,,200000,3,,3,4,4,4,4,4,2,3,2,5,3,1,2,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,3,2,3,3,2,1,1,2,1,4,4,4,3,5,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2
